ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	inc	sig	time	external_gene_name	description	chromosome_name	start_position	end_position
669	ENSDARG00000052553	620.671206691737	-0.148359764796127	0.0365690033372781	-4.0569813573478	4.97110482763844e-05	0.00380323567977543	FALSE	TRUE	all	lig3	ligase III, DNA, ATP-dependent [Source:ZFIN;Acc:ZDB-GENE-030131-8453]	5	60847823	60873092
670	ENSDARG00000052606	157.425336672568	-0.141622955275871	0.0463850992051617	-3.05319936149044	0.00226415464412213	0.0572703971350638	FALSE	TRUE	all	dpp9	dipeptidyl-peptidase 9 [Source:ZFIN;Acc:ZDB-GENE-061013-777]	8	47677208	47723544
671	ENSDARG00000052690	113.729611924394	0.308217185187139	0.0884251384407231	3.48562852851801	0.000490982293125226	0.0204027984159553	FALSE	TRUE	all	arrdc3a	arrestin domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-2913]	5	48985861	48995955
672	ENSDARG00000052703	25.5274415420247	0.371097012237052	0.116089845858239	3.19663627334135	0.00139040131842047	0.0420052360231547	FALSE	TRUE	all	cisd2	CDGSH iron sulfur domain 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1381]	1	43686251	43692141
673	ENSDARG00000052728	727.578343146731	-0.226262204459404	0.0498322040911947	-4.54048157382997	5.61258840546769e-06	0.000715669092341029	FALSE	TRUE	all	sltm	SAFB-like, transcription modulator [Source:ZFIN;Acc:ZDB-GENE-040426-2647]	7	30532636	30560450
674	ENSDARG00000052894	57.2569838806814	0.648645980153605	0.0987987268478749	6.56532731593147	5.19186894485544e-11	2.95883551602221e-08	FALSE	TRUE	all	znf532	zinc finger protein 532 [Source:ZFIN;Acc:ZDB-GENE-060531-40]	21	10773513	10816565
675	ENSDARG00000052942	55.0311364156307	-0.311382550274913	0.0864344886447518	-3.60252666681126	0.000315139059517617	0.0147903499782008	FALSE	TRUE	all	aspg	asparaginase homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-070820-14]	17	45737992	45775010
676	ENSDARG00000053021	126.785795121821	-0.201706682407595	0.0721475997938266	-2.79575041975069	0.00517793698708542	0.0997887442128091	FALSE	TRUE	all	grsf1	G-rich RNA sequence binding factor 1 [Source:ZFIN;Acc:ZDB-GENE-060825-196]	5	42943972	42950963
677	ENSDARG00000053119	9.07585702025783	0.514852455179642	0.163503891703122	3.14886972913447	0.00163903241997238	0.0469704297893774	FALSE	TRUE	all	smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A [Source:ZFIN;Acc:ZDB-GENE-050327-61]	20	40337423	40367493
678	ENSDARG00000053129	256.027102667279	0.793811532255737	0.079897431050853	9.93538242488038	2.9205312990819e-23	1.01944795658577e-19	TRUE	TRUE	all	carhsp1	calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]	3	27798094	27831815
679	ENSDARG00000053186	2.75508374774267	0.874780310701292	0.27852273704695	3.14078599103323	0.00168495107208317	0.047671994617956	FALSE	TRUE	all	vstm4b	V-set and transmembrane domain containing 4b [Source:ZFIN;Acc:ZDB-GENE-080303-17]	12	2399130	2421670
680	ENSDARG00000053311	5.64502646196719	0.670436824898942	0.231672481563063	2.8938992683792	0.00380490204143941	0.0823658058195314	FALSE	TRUE	all	tespa1	thymocyte expressed, positive selection associated 1 [Source:ZFIN;Acc:ZDB-GENE-120727-10]	6	46697710	46722893
681	ENSDARG00000053468	370.253268860975	-0.130621972516576	0.035629057793081	-3.66616409771976	0.000246215963198134	0.0123439511172494	FALSE	TRUE	all	adam10a	ADAM metallopeptidase domain 10a [Source:ZFIN;Acc:ZDB-GENE-040917-2]	7	30406150	30492261
682	ENSDARG00000053570	19.8653455541443	0.589528146177688	0.109851432547883	5.36659497745484	8.0236957374313e-08	2.07464540247934e-05	FALSE	TRUE	all	AL590151.1	pyrimidinergic receptor P2Y4 [Source:NCBI gene;Acc:368435]	14	32773672	32789588
683	ENSDARG00000053668	1102.92201845194	-0.124533137544025	0.0419282389777057	-2.97014948827787	0.00297654866292566	0.0688650550225343	FALSE	TRUE	all	stag2b	stromal antigen 2b [Source:ZFIN;Acc:ZDB-GENE-030131-2785]	14	28486213	28527422
684	ENSDARG00000053753	71.3727788092619	0.224675446811124	0.0684676213796983	3.2814846241722	0.00103262154319286	0.0344927710450485	FALSE	TRUE	all	mff	mitochondrial fission factor [Source:ZFIN;Acc:ZDB-GENE-040426-1510]	15	35226673	35252548
685	ENSDARG00000053995	36.9888336308468	0.404155164480378	0.108220938386504	3.73453760895108	0.000188060387915162	0.0103174584136167	FALSE	TRUE	all	gpank1	G patch domain and ankyrin repeats 1 [Source:ZFIN;Acc:ZDB-GENE-070928-32]	1	26036123	26045584
686	ENSDARG00000054023	21.8852445530396	0.434184268066009	0.149895952209973	2.89657099918088	0.00377265264316815	0.081858061430047	FALSE	TRUE	all	ttll6	tubulin tyrosine ligase-like family, member 6 [Source:ZFIN;Acc:ZDB-GENE-080107-1]	12	27096835	27115412
687	ENSDARG00000054076	5.46730103003675	0.750496883412951	0.214437511932571	3.49983954136224	0.00046553829567874	0.0199855856722029	FALSE	TRUE	all	tatdn3	TatD DNase domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-050522-192]	20	37820990	37827383
688	ENSDARG00000054155	1618.96702005052	0.365209585533452	0.129527312720847	2.81955656966758	0.00480900536443103	0.0958303482471805	FALSE	TRUE	all	pcna	proliferating cell nuclear antigen [Source:ZFIN;Acc:ZDB-GENE-000210-8]	10	40821804	40826657
689	ENSDARG00000054208	68.0050946532565	-0.198087191490387	0.0600410845605265	-3.29919409251673	0.0009696284421319	0.0332442079551514	FALSE	TRUE	all	phkg2	phosphorylase kinase, gamma 2 (testis) [Source:ZFIN;Acc:ZDB-GENE-040426-825]	12	28888975	28901184
690	ENSDARG00000054344	71.4262351930257	-0.276984538891223	0.0990590593433591	-2.7961555533365	0.00517145031906538	0.0997887442128091	FALSE	TRUE	all	gabpb2b	GA binding protein transcription factor subunit beta 2b [Source:ZFIN;Acc:ZDB-GENE-050208-136]	16	38337783	38347556
691	ENSDARG00000054420	7.66865190969285	-0.594264046946582	0.194585645792004	-3.05399735179747	0.00225814074171289	0.0571700636557865	FALSE	TRUE	all	rpe65c	retinal pigment epithelium-specific protein 65c [Source:ZFIN;Acc:ZDB-GENE-081104-505]	8	16702106	16712255
692	ENSDARG00000054446	58.7760481852612	-0.248060221730482	0.0680215706576191	-3.64678761946078	0.000265539221073091	0.013077923718635	FALSE	TRUE	all	ccdc43	coiled-coil domain containing 43 [Source:ZFIN;Acc:ZDB-GENE-040426-1587]	3	31600593	31605331
693	ENSDARG00000054530	211.185564162051	-0.146417411162996	0.0510921102019305	-2.86575384309461	0.00416017591634563	0.0880765067960211	FALSE	TRUE	all	rars	arginyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-9014]	21	35327328	35378321
694	ENSDARG00000054534	9.16547406142311	0.580303563843528	0.171176415092351	3.39009064730355	0.000698695163030134	0.0262950986963018	FALSE	TRUE	all	ACOT12	acyl-CoA thioesterase 12 [Source:NCBI gene;Acc:100536873]	10	42903091	42923385
695	ENSDARG00000054748	95.2911303941942	0.206609125522045	0.0686632392255902	3.00902095287464	0.00262091039942069	0.063275383134562	FALSE	TRUE	all	cuedc1b	CUE domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-070424-29]	15	31188016	31237473
696	ENSDARG00000054858	36.1096451173314	0.476867699587146	0.0911793545897502	5.22999643650419	1.69513307198589e-07	3.97786479287445e-05	FALSE	TRUE	all	tp53bp2b	tumor protein p53 binding protein, 2b [Source:ZFIN;Acc:ZDB-GENE-050208-453]	22	28803739	28849279
697	ENSDARG00000054957	19.8672976957778	-0.561818224907196	0.167947920204411	-3.34519310643087	0.00082225299935809	0.0294377115475316	FALSE	TRUE	all	znf1015	zinc finger protein 1015 [Source:ZFIN;Acc:ZDB-GENE-050913-139]	4	73573395	73587205
698	ENSDARG00000055022	852.589906424576	-0.158504918751825	0.0307763868470619	-5.15021206158761	2.6019210011993e-07	5.63245302003802e-05	FALSE	TRUE	all	pds5a	PDS5 cohesin associated factor A [Source:ZFIN;Acc:ZDB-GENE-040426-1612]	1	23323002	23370618
699	ENSDARG00000055086	196.761000925027	-0.204281998150931	0.0409704620938134	-4.98607991491944	6.16166665783326e-07	0.000115479557999996	FALSE	TRUE	all	ggnbp2	gametogenetin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-060929-52]	5	4016271	4052298
700	ENSDARG00000055092	30.2728223688166	0.306709241704106	0.0898409408916643	3.41391395348313	0.000640367966506457	0.0246652075375073	FALSE	TRUE	all	pora	P450 (cytochrome) oxidoreductase a [Source:ZFIN;Acc:ZDB-GENE-050809-121]	10	35275965	35312885
701	ENSDARG00000055124	170.951521800476	-0.153401683447395	0.0423885586530208	-3.61894077840892	0.000295811317530879	0.0141447449350168	FALSE	TRUE	all	ccnl1a	cyclin L1a [Source:ZFIN;Acc:ZDB-GENE-050419-206]	18	41512102	41526488
702	ENSDARG00000055245	1.67130605541116	-1.25880073823588	0.378789826401145	-3.32321686196182	0.000889857065543071	0.0312569290003651	FALSE	TRUE	all	zmp:0000000650	zmp:0000000650 [Source:ZFIN;Acc:ZDB-GENE-130530-653]	4	20536120	20545465
703	ENSDARG00000055300	94.7979261289039	-0.394184276959894	0.06066455463121	-6.49776923866345	8.15197162297969e-11	4.37776553022515e-08	FALSE	TRUE	all	atxn7l2a	ataxin 7-like 2a [Source:ZFIN;Acc:ZDB-GENE-060519-13]	11	36379293	36407866
704	ENSDARG00000055357	330.853844454279	-0.224822811181767	0.0522730552910842	-4.30093113803726	1.70081912519105e-05	0.00167697728586172	FALSE	TRUE	all	leo1	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:ZFIN;Acc:ZDB-GENE-040426-2435]	18	39292911	39321484
705	ENSDARG00000055389	1120.38659103697	-0.275170474487104	0.0605993204960034	-4.54081782163302	5.60364369295301e-06	0.000715669092341029	FALSE	TRUE	all	si:dkey-67c22.2	si:dkey-67c22.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5845]	9	35832294	35842375
706	ENSDARG00000055436	11.3018620535512	0.711933830952852	0.131411726372168	5.41758220979914	6.04103751408294e-08	1.5765978745866e-05	FALSE	TRUE	all	ftr97	finTRIM family, member 97 [Source:ZFIN;Acc:ZDB-GENE-061026-1]	20	26931496	26937453
707	ENSDARG00000055470	80.5421159836004	-0.195674277361476	0.0565280634878331	-3.46154220201781	0.000537089905621041	0.0216737508879589	FALSE	TRUE	all	cdc16	cell division cycle 16 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-051113-132]	9	34920001	34937256
708	ENSDARG00000055481	47.6519632902237	0.22709458771356	0.0793415297628918	2.86224110364674	0.0042065677325245	0.0888174153822829	FALSE	TRUE	all	atf7b	activating transcription factor 7b [Source:ZFIN;Acc:ZDB-GENE-030131-3028]	6	39613357	39631181
709	ENSDARG00000055530	49.8537434764009	0.253848780107151	0.0852613827471858	2.9773007653401	0.00290798580046123	0.0678864374905583	FALSE	TRUE	all	sertad2b	SERTA domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-030616-569]	13	24500963	24524545
710	ENSDARG00000055540	37.4488982020211	0.370042916595498	0.0940872614127181	3.9329757401726	8.39007082187274e-05	0.00557839827859039	FALSE	TRUE	all	pfkfb4a	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4a [Source:ZFIN;Acc:ZDB-GENE-051120-51]	11	34555036	34577106
711	ENSDARG00000055543	61.8884375917734	0.586337185400474	0.0794770818947988	7.37743726143078	1.61365367769456e-13	1.66893625739335e-10	FALSE	TRUE	all	appb	amyloid beta (A4) precursor protein b [Source:ZFIN;Acc:ZDB-GENE-020220-1]	9	35026415	35155089
712	ENSDARG00000055548	150.376381950509	-0.221738559785766	0.0590044875251186	-3.75799484219518	0.000171280411028608	0.00960442867063028	FALSE	TRUE	all	npat	nuclear protein, ataxia-telangiectasia locus [Source:ZFIN;Acc:ZDB-GENE-050506-54]	15	25528290	25542592
713	ENSDARG00000055676	16.7034268085719	0.345119544600973	0.110728731937018	3.11680210333551	0.00182824253189523	0.0497599149153745	FALSE	TRUE	all	armt1	acidic residue methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-050327-51]	20	26387179	26391958
714	ENSDARG00000055737	151.674795349059	-0.178451518615592	0.0525300128391924	-3.39713449455794	0.000680954895940856	0.0258365019961255	FALSE	TRUE	all	ube3a	ubiquitin protein ligase E3A [Source:ZFIN;Acc:ZDB-GENE-041114-190]	6	38773376	38790064
715	ENSDARG00000055868	401.567068298184	-0.259087825946819	0.0454543210963689	-5.69996030514943	1.19835328361997e-08	3.93694299353974e-06	FALSE	TRUE	all	rsl1d1	ribosomal L1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-130603-67]	12	19384615	19393968
716	ENSDARG00000055969	59.9714478009201	0.296776438495068	0.105037924588695	2.82542176701585	0.00472184170547145	0.0949197847328456	FALSE	TRUE	all	rfc3	replication factor C (activator 1) 3 [Source:ZFIN;Acc:ZDB-GENE-020809-3]	10	34021368	34033680
717	ENSDARG00000055991	17.1962595262931	0.35781213636213	0.113869395579897	3.14230293873009	0.0016762450569091	0.0475219728062807	FALSE	TRUE	all	hmbsb	hydroxymethylbilane synthase, b [Source:ZFIN;Acc:ZDB-GENE-050522-491]	15	23511407	23529945
718	ENSDARG00000056034	26.9249434662331	0.333604113970308	0.0985939667587864	3.38361590406929	0.000715380054583482	0.026635984032325	FALSE	TRUE	all	pip4p2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:NCBI gene;Acc:566642]	19	31404686	31431027
719	ENSDARG00000056059	242.09163685031	-0.241659280195665	0.0326473704130873	-7.40210550307574	1.34041933881825e-13	1.49724840145999e-10	FALSE	TRUE	all	rangap1b	Ran GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1921]	12	19007926	19028068
720	ENSDARG00000056078	28.0773389084302	0.369440371959274	0.1270952809964	2.90679849844102	0.00365148329096151	0.0801632632862423	FALSE	TRUE	all	rftn2	raftlin family member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2760]	9	32312920	32343673
721	ENSDARG00000056122	44.7001456757508	0.891757285850451	0.180747927286985	4.93370684375569	8.06835113238317e-07	0.00014615973573972	FALSE	TRUE	all	gdi1	GDP dissociation inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-050522-504]	23	26063149	26077038
722	ENSDARG00000056150	130.654578025599	0.203712208786664	0.0697592472999852	2.92021798788398	0.00349786620368904	0.0776454004276761	FALSE	TRUE	all	rbms2b	RNA binding motif, single stranded interacting protein 2b [Source:ZFIN;Acc:ZDB-GENE-040801-51]	23	25708787	25768765
723	ENSDARG00000056167	149.42893865242	0.238158912836447	0.0844781403868443	2.81917797605231	0.00481468141775449	0.0958303482471805	FALSE	TRUE	all	hspe1	heat shock 10 protein 1 [Source:ZFIN;Acc:ZDB-GENE-000906-2]	9	32301017	32305007
724	ENSDARG00000056233	24.2391162971132	0.540738394381514	0.148479999077847	3.64182649339868	0.000270710511744495	0.0132624404218685	FALSE	TRUE	all	zgc:110591	zgc:110591 [Source:ZFIN;Acc:ZDB-GENE-050522-510]	7	19909774	19923249
725	ENSDARG00000056244	4.21178910117677	1.19522736586417	0.266125810729732	4.4912117414947	7.08191014204416e-06	0.000845138208190527	FALSE	TRUE	all	zgc:171740	zgc:171740 [Source:ZFIN;Acc:ZDB-GENE-071004-29]	21	25054420	25062590
726	ENSDARG00000056258	205.65324188853	-0.17330058681174	0.0476524824829228	-3.6367588377761	0.000276090196540385	0.0134551810443111	FALSE	TRUE	all	cdc27	cell division cycle 27 [Source:ZFIN;Acc:ZDB-GENE-990706-2]	3	22035863	22057600
727	ENSDARG00000056318	180.6066633942	-0.131563269991223	0.0439132034987303	-2.99598433976759	0.00273560482280127	0.0650696462323045	FALSE	TRUE	all	kansl2	KAT8 regulatory NSL complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-041010-67]	23	24598910	24609494
728	ENSDARG00000056504	114.01994838363	-0.199652092664959	0.0604474215349761	-3.30290503043932	0.000956887887862228	0.0329890052698182	FALSE	TRUE	all	frg1	FSHD region gene 1 [Source:ZFIN;Acc:ZDB-GENE-050417-324]	1	16673841	16689023
729	ENSDARG00000056559	89.8756681772354	-0.195767077390872	0.0536308675964346	-3.65026870092787	0.000261966118498979	0.012970574218234	FALSE	TRUE	all	ccz1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:ZFIN;Acc:ZDB-GENE-040426-698]	12	17657224	17686404
730	ENSDARG00000056621	1218.97498608755	-0.121425508837357	0.0419378521544322	-2.8953678502709	0.0037871445034063	0.0821087036161653	FALSE	TRUE	all	ctcf	CCCTC-binding factor (zinc finger protein) [Source:ZFIN;Acc:ZDB-GENE-040624-5]	18	22285992	22295064
731	ENSDARG00000056640	237.200046504565	0.335135504338639	0.0804528481544949	4.16561392202141	3.10515814036218e-05	0.00272677802105704	FALSE	TRUE	all	rpia	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase) [Source:ZFIN;Acc:ZDB-GENE-041114-24]	13	13930263	13944288
732	ENSDARG00000056647	27.2688888135334	0.432548225433077	0.108471869559668	3.98765345512131	6.6730041218694e-05	0.00479032493838568	FALSE	TRUE	all	klhl3	kelch-like family member 3 [Source:ZFIN;Acc:ZDB-GENE-120203-4]	14	24283915	24305086
733	ENSDARG00000056713	33.3705363229445	0.443964276392017	0.0939373415993044	4.72617458439238	2.28788964822222e-06	0.000338038721833891	FALSE	TRUE	all	pskh1	protein serine kinase H1 [Source:ZFIN;Acc:ZDB-GENE-050119-1]	18	21728194	21748966
734	ENSDARG00000056794	4.9793259612604	0.591991925389654	0.195259747350745	3.03181753239831	0.00243086098611103	0.0601092601701541	FALSE	TRUE	all	arl3a	ADP ribosylation factor like GTPase 3a [Source:ZFIN;Acc:ZDB-GENE-050417-368]	13	11963789	11971161
735	ENSDARG00000056795	5.51974260470816	0.609659485564961	0.215238923385902	2.83247786215648	0.00461887643725627	0.0937822250939411	FALSE	TRUE	all	serpine1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:ZFIN;Acc:ZDB-GENE-070912-60]	7	26265584	26270014
736	ENSDARG00000056819	16.5118500934087	-0.516770467099663	0.165085121298063	-3.13032733075095	0.00174611617182226	0.0485156029898202	FALSE	TRUE	all	hoxa9b	homeobox A9b [Source:ZFIN;Acc:ZDB-GENE-000823-2]	16	20915319	20917584
737	ENSDARG00000056831	32.4827133438518	-0.484293092115048	0.145990005712502	-3.31730305613362	0.000908909693147417	0.0317016181194009	FALSE	TRUE	all	gng2	guanine nucleotide binding protein (G protein), gamma 2 [Source:ZFIN;Acc:ZDB-GENE-050417-59]	13	12045475	12088835
738	ENSDARG00000056873	6.16952288610746	1.11503453013884	0.232449166681055	4.79689622492294	1.61143031196049e-06	0.000255677224213049	FALSE	TRUE	all	and3	actinodin3 [Source:ZFIN;Acc:ZDB-GENE-040724-185]	10	22848556	22854758
739	ENSDARG00000056985	46.4944414487432	0.2866474503903	0.101503439157687	2.82401712463151	0.00474258508767667	0.0950047981157612	FALSE	TRUE	all	tpte	transmembrane phosphatase with tensin homology [Source:ZFIN;Acc:ZDB-GENE-030131-5503]	10	24690534	24707956
740	ENSDARG00000057128	49.2387044337208	-0.349121518407679	0.0787241281059404	-4.43474607858293	9.21808729143852e-06	0.00102555811798176	FALSE	TRUE	all	hadhaa	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha a [Source:ZFIN;Acc:ZDB-GENE-031222-5]	20	47953047	47984895
741	ENSDARG00000057218	50.1256923373745	-0.30080179681659	0.0840503592309544	-3.57882821166824	0.000345138233046135	0.0157741164612329	FALSE	TRUE	all	tbc1d15	TBC1 domain family, member 15 [Source:ZFIN;Acc:ZDB-GENE-041111-251]	18	17002164	17020231
742	ENSDARG00000057234	573.074698413822	-0.100772811442742	0.0345167754297488	-2.91953145066644	0.00350558018968378	0.0777308813179702	FALSE	TRUE	all	chtopa	chromatin target of PRMT1a [Source:ZFIN;Acc:ZDB-GENE-030131-210]	19	23897666	23918136
743	ENSDARG00000057238	83.6652679323559	-0.223867309446708	0.0639744516972593	-3.49932361290248	0.000466440099096202	0.0199855856722029	FALSE	TRUE	all	si:dkey-30k6.5	si:dkey-30k6.5 [Source:ZFIN;Acc:ZDB-GENE-091204-299]	21	20386865	20396541
744	ENSDARG00000057253	17.3237010259943	0.426004120046398	0.138336448650362	3.07947850478005	0.00207363333430672	0.054016987743018	FALSE	TRUE	all	pimr141	Pim proto-oncogene, serine/threonine kinase, related 141 [Source:ZFIN;Acc:ZDB-GENE-070912-462]	2	19505263	19508136
745	ENSDARG00000057273	65.599012647812	0.928779002588214	0.291823742001996	3.18267114326106	0.00145923248166169	0.0433040032416606	FALSE	TRUE	all	alox5a	arachidonate 5-lipoxygenase a [Source:ZFIN;Acc:ZDB-GENE-090311-47]	13	18128275	18174864
746	ENSDARG00000057323	328.819370319734	-0.148303714314317	0.044473338390597	-3.33466565994678	0.000854020141041981	0.0302646096936514	FALSE	TRUE	all	e2f8	E2F transcription factor 8 [Source:ZFIN;Acc:ZDB-GENE-041111-260]	7	16576246	16598212
747	ENSDARG00000057334	47.6712027822542	0.281347743678904	0.091251506526937	3.08321204095246	0.00204779187027659	0.0537904155486893	FALSE	TRUE	all	cmasa	cytidine monophosphate N-acetylneuraminic acid synthetase a [Source:ZFIN;Acc:ZDB-GENE-050420-277]	4	14727018	14737102
748	ENSDARG00000057465	151.515411471007	-0.193876362793769	0.0578338124681277	-3.35230126667881	0.000801427565435526	0.0290647594347884	FALSE	TRUE	all	gfpt1	glutamine--fructose-6-phosphate transaminase 1 [Source:ZFIN;Acc:ZDB-GENE-070423-1]	8	49975160	50037559
749	ENSDARG00000057491	73.8391756350423	-0.230045439700695	0.0683068242250622	-3.36782513768646	0.00075763632572488	0.0277286951453044	FALSE	TRUE	all	n4bp1	nedd4 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5538]	18	18405992	18422543
750	ENSDARG00000057497	210.449482148709	-0.17624256300916	0.0387055320670918	-4.5534204956455	5.2780624229162e-06	0.000688737818504369	FALSE	TRUE	all	stk35l	serine/threonine kinase 35, like [Source:ZFIN;Acc:ZDB-GENE-041212-52]	6	38845676	38861349
751	ENSDARG00000057590	16.8553246065831	0.572358541477796	0.173254355705237	3.30357374940442	0.00095460856709774	0.032951105359956	FALSE	TRUE	all	si:ch1073-396h14.1	si:ch1073-396h14.1 [Source:ZFIN;Acc:ZDB-GENE-070705-6]	22	15643174	15693085
752	ENSDARG00000057648	357.446079805471	-0.215320232847496	0.0448800336955903	-4.79768429560364	1.6051050252864e-06	0.000255677224213049	FALSE	TRUE	all	dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-080513-5]	8	15277874	15286309
753	ENSDARG00000057681	419.583506535564	-0.121532600003778	0.0374587494942655	-3.24443825927459	0.00117682526438899	0.0374317211672117	FALSE	TRUE	all	si:ch211-266o15.1	si:ch211-266o15.1 [Source:ZFIN;Acc:ZDB-GENE-131127-116]	17	14731315	14780578
754	ENSDARG00000057767	51.3313522283818	0.414200126626834	0.12303539782155	3.36651186537054	0.00076125307193259	0.0278245969027717	FALSE	TRUE	all	nudt4a	nudix (nucleoside diphosphate linked moiety X)-type motif 4a [Source:ZFIN;Acc:ZDB-GENE-031010-33]	18	15795566	15837342
755	ENSDARG00000057830	1062.37554564331	-0.126284502352565	0.0373743113396922	-3.37891182006739	0.000727733462395144	0.0269797101252582	FALSE	TRUE	all	dnmt3bb.2	DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.2 [Source:ZFIN;Acc:ZDB-GENE-990712-11]	23	16981929	17004783
756	ENSDARG00000057855	68.408491402983	-0.18567774113268	0.0650378160631932	-2.85491968168593	0.00430477140169191	0.0899955318635879	FALSE	TRUE	all	mrps31	mitochondrial ribosomal protein S31 [Source:ZFIN;Acc:ZDB-GENE-030131-3715]	5	24138446	24154437
757	ENSDARG00000057879	40.6723082874737	0.448752047112466	0.0997258170564473	4.49985831510872	6.79987700289674e-06	0.000822019763228967	FALSE	TRUE	all	p3h3	prolyl 3-hydroxylase 3 [Source:ZFIN;Acc:ZDB-GENE-060503-231]	16	11992498	12006828
758	ENSDARG00000058088	90.3712225852791	-0.180435935863065	0.0622897682994543	-2.89671868733931	0.00377087722498153	0.081858061430047	FALSE	TRUE	all	aifm1	apoptosis-inducing factor, mitochondrion-associated 1 [Source:ZFIN;Acc:ZDB-GENE-030826-11]	5	22550614	22573673
759	ENSDARG00000058094	10.8541359828119	-0.966999310900194	0.191526704027003	-5.04890070454018	4.44359611018914e-07	8.61718204007165e-05	FALSE	TRUE	all	ciarta	circadian associated repressor of transcription a [Source:ZFIN;Acc:ZDB-GENE-030131-7016]	19	8928434	8940068
760	ENSDARG00000058159	74.349633489822	0.263981161909571	0.0593777688741942	4.44579119280951	8.75689746077159e-06	0.000994050250374173	FALSE	TRUE	all	ipo8	importin 8 [Source:ZFIN;Acc:ZDB-GENE-060503-3]	4	9360532	9389359
761	ENSDARG00000058297	63.2714998676577	0.287912929229454	0.102118892104442	2.81938947139175	0.004811509833381	0.0958303482471805	FALSE	TRUE	all	timm13	translocase of inner mitochondrial membrane 13 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040718-167]	22	10771115	10774735
762	ENSDARG00000058473	80.0985916935778	0.487858389864204	0.160533281796233	3.03898596232182	0.00237375914952052	0.0590795225047777	FALSE	TRUE	all	st6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-1329]	2	9330146	9489611
763	ENSDARG00000058597	33.3009310074615	-0.363896941215297	0.116259223425795	-3.13004792645602	0.00174777785524652	0.0485156029898202	FALSE	TRUE	all	nt5c3a	5'-nucleotidase, cytosolic IIIA [Source:ZFIN;Acc:ZDB-GENE-030131-439]	16	7214005	7239508
764	ENSDARG00000058730	314.806937096987	0.221360207711178	0.0748733814262633	2.9564606739336	0.0031119191277573	0.0709390544021409	FALSE	TRUE	all	rdh10a	retinol dehydrogenase 10a [Source:ZFIN;Acc:ZDB-GENE-070112-2242]	24	13251480	13272843
765	ENSDARG00000058734	16.0702090416826	0.839117437712224	0.189129036707783	4.43674568600863	9.13290850437332e-06	0.00102424285134387	FALSE	TRUE	all	prdx1	peroxiredoxin 1 [Source:ZFIN;Acc:ZDB-GENE-050320-35]	2	6104378	6115688
766	ENSDARG00000058848	6.659687004889	0.616752249927923	0.180648159367623	3.41410757843826	0.000639913032551283	0.0246652075375073	FALSE	TRUE	all	mcoln1b	mucolipin 1b [Source:ZFIN;Acc:ZDB-GENE-130514-1]	3	5991765	6035766
767	ENSDARG00000058871	13.325904155448	1.04013754226568	0.173810173863198	5.98433060129346	2.17281588928454e-09	8.42720607059315e-07	FALSE	TRUE	all	si:ch73-142c19.1	si:ch73-142c19.1 [Source:ZFIN;Acc:ZDB-GENE-090311-15]	23	4392147	4409668
768	ENSDARG00000058943	129.126695062963	0.248066826049538	0.0749832257539144	3.30829760330213	0.000938650048302126	0.032480548449612	FALSE	TRUE	all	cdcp1a	CUB domain containing protein 1a [Source:ZFIN;Acc:ZDB-GENE-050327-55]	16	2847565	2870522
